Age,Gender,Income,City,Employment,WorkHours,Commute,DinnersCooked,EnjoysCooking,CookingSkill,CookingChallenges,DinnerTime,WhoCooks,CuisinePreferences,MealType,NonVegFrequency,DietGoals,Allergies,HealthImportance,CalorieTracking,OrderFrequency,SpendOutside,SpendMealKit,PaymentMode,TryMealKit,DeliveryPref,MealFreqSub,DesiredFeatures,ContinueService,ReferService,ReferralIncentive
26,Male,1.5L+,Hyderabad,Full-time,8–10,15–30 min,1–2,Yes,3,"Waste of ingredients, Portioning issues, Cleaning up, Too tired, No ideas, Don't enjoy it, No skills",7–8 PM,Hired help,"Mexican, Italian, Asian, Continental, Fusion",Vegetarian,3–4,"Quick meal-prep, Low-carb, Gluten-free, Balanced meals, Low-calorie, Muscle gain, Gut health",None,4,Never,1–2 times,>400,₹150,Debit Card,Definitely,Weekly batch,Daily,"Cancel-anytime, Family plans, Easy cooking, Recipe variety, Customizable",Maybe,Definitely,Discounts
34,Male,30k–50k,Bangalore,Full-time,6–8,15–30 min,3–4,No,3,"Don't enjoy it, No time, Waste of ingredients, Not cost-effective, Grocery hassle, Portioning issues, Cleaning up",7–8 PM,Self,"Asian, Fusion, Healthy Superfoods, North Indian, Continental, Mexican",Vegetarian,3–4,"Weight loss, High-protein, Low-calorie, Low-carb",None,3,Never,3–4 times,250–400,₹200,UPI,Maybe,Weekly batch,3–4,"Nutrition labels, Cancel-anytime, Easy cooking, No cleanup, Customizable, App-based tracking",Definitely,No,Discounts
34,Male,50k–75k,Delhi NCR,Full-time,6–8,15–30 min,5–6,Yes,3,"No time, No skills, Cleaning up, Portioning issues, No ideas, Not cost-effective",8–9 PM,Self,"Vegan, Asian, Keto/High-protein, Fusion, Italian",Non-Vegetarian,5+,"Balanced meals, Gut health, Diabetes-friendly, Quick meal-prep, Immune boost",None,3,Never,5+,150–250,₹200,UPI,Definitely,3x/week,5–6,"App-based tracking, Easy cooking, No cleanup, Cancel-anytime",Definitely,Definitely,Discounts
42,Female,75k–1L,Chennai,Part-time,8–10,15–30 min,1–2,Only on weekends,3,"No ideas, Grocery hassle, No skills, Waste of ingredients, Not cost-effective, Cleaning up, No time, Too tired",7–8 PM,Self,"Vegan, Continental, Fusion, Asian, Healthy Superfoods",Non-Vegetarian,1–2,"Immune boost, Gut health, Diabetes-friendly, Muscle gain, Quick meal-prep, Low-carb, Sustainable eating, High-protein",None,2,Never,3–4 times,>400,₹300+,Credit Card,Definitely,3x/week,3–4,"Recipe variety, Cancel-anytime, App-based tracking, Fast delivery, Customizable, Loyalty points, Easy cooking",Definitely,Definitely,Free meals
36,Male,50k–75k,Bangalore,Full-time,6–8,30–60 min,5–6,No,2,"Cleaning up, No skills, Grocery hassle, Portioning issues",8–9 PM,Alternates,"North Indian, Mexican, Vegan, Chinese, Continental, Keto/High-protein, Italian, South Indian",Vegetarian,5+,"Low-calorie, Gluten-free, High-protein, Sustainable eating, Quick meal-prep, Balanced meals, Muscle gain",None,4,Never,3–4 times,>400,₹250,Credit Card,Maybe,Weekly batch,5–6,"App-based tracking, Fast delivery, Family plans, Cancel-anytime",Definitely,Definitely,Free meals
38,Male,50k–75k,Pune,Student,8–10,<15 min,Daily,No,2,"Grocery hassle, No ideas, Don't enjoy it, No skills",7–8 PM,Self,"Fusion, Continental, Mexican, Asian, Thai",Non-Vegetarian,1–2,"Gut health, High-protein, Balanced meals, Muscle gain",None,4,Never,5+,150–250,₹200,Credit Card,Unlikely,On-demand,1–2,"Fast delivery, Easy cooking, Recipe variety, Loyalty points, Customizable, Cancel-anytime, App-based tracking",Definitely,Maybe,Discounts
35,Female,75k–1L,Bangalore,Full-time,8–10,<15 min,None,No,3,"No time, No skills, No ideas, Too tired, Portioning issues, Cleaning up, Waste of ingredients",7–8 PM,Hired help,"Fusion, Thai, Asian, Keto/High-protein, South Indian",Non-Vegetarian,Never,"Gut health, Immune boost, Diabetes-friendly, Weight loss, Balanced meals, Gluten-free",None,5,Never,1–2 times,250–400,₹250,UPI,Definitely,3x/week,3–4,"Nutrition labels, App-based tracking, Fast delivery, Recipe variety, Loyalty points, Customizable, Easy cooking",Definitely,Definitely,Discounts
31,Female,30k–50k,Delhi NCR,Full-time,6–8,30–60 min,5–6,No,2,"No skills, Don't enjoy it, No time, Grocery hassle, Waste of ingredients",7–8 PM,Self,"Fusion, Asian, Continental, Mexican, Chinese",Vegetarian,Never,"Quick meal-prep, Balanced meals, Gluten-free, Gut health",None,3,Regularly,1–2 times,<150,₹200,Debit Card,Maybe,Weekly batch,5–6,"Customizable, Loyalty points, App-based tracking, Fast delivery, Cancel-anytime, No cleanup",Maybe,Maybe,Free meals
28,Male,50k–75k,Delhi NCR,Consultant,<6,30–60 min,None,Yes,2,"No ideas, Portioning issues, Don't enjoy it, Cleaning up, Grocery hassle, No skills",8–9 PM,Alternates,"North Indian, Healthy Superfoods, South Indian, Keto/High-protein",Vegetarian,Never,"Balanced meals, Muscle gain, Low-calorie, Gut health",None,4,Occasionally,1–2 times,250–400,₹200,UPI,Definitely,Daily,Daily,"Loyalty points, Fast delivery, Recipe variety, Family plans, App-based tracking",Maybe,Maybe,Free meals
34,Male,50k–75k,Other,Full-time,6–8,60+ min,1–2,No,3,"Grocery hassle, No ideas, No skills, No time",8–9 PM,Hired help,"Mexican, Italian, Vegan, Healthy Superfoods, Thai",Vegetarian,Never,"Immune boost, High-protein, Weight loss, Gluten-free, Balanced meals, Diabetes-friendly",None,4,Occasionally,5+,250–400,₹200,Credit Card,Definitely,On-demand,1–2,"Family plans, Easy cooking, Loyalty points, Cancel-anytime, Fast delivery",Definitely,Definitely,Free meals
40,Male,50k–75k,Delhi NCR,Full-time,10+,30–60 min,3–4,Only on weekends,2,"Too tired, Waste of ingredients, Cleaning up, Not cost-effective, Don't enjoy it, No ideas, Grocery hassle",After 9 PM,Partner,"Vegan, Fusion, North Indian, Asian",Vegetarian,1–2,"Balanced meals, High-protein, Sustainable eating, Low-calorie",None,5,Occasionally,Never,150–250,₹200,UPI,Maybe,Weekly batch,3–4,"App-based tracking, Cancel-anytime, Customizable, Fast delivery, Family plans, Easy cooking",Definitely,No,Discounts
36,Female,75k–1L,Chennai,Full-time,6–8,30–60 min,3–4,No,2,"No skills, Too tired, Don't enjoy it, Not cost-effective, Portioning issues, No time",After 9 PM,Self,"South Indian, North Indian, Chinese, Vegan, Continental, Italian",Mixed,1–2,"Quick meal-prep, High-protein, Muscle gain, Diabetes-friendly",None,2,Occasionally,3–4 times,<150,₹250,UPI,Definitely,On-demand,Daily,"Fast delivery, App-based tracking, Cancel-anytime, No cleanup, Easy cooking, Nutrition labels, Loyalty points",Definitely,Maybe,Discounts
35,Male,50k–75k,Delhi NCR,Full-time,6–8,30–60 min,3–4,Yes,2,"No skills, No ideas, Grocery hassle, Portioning issues",8–9 PM,Hired help,"Italian, Asian, South Indian, Chinese, Keto/High-protein",Vegetarian,Never,"Low-calorie, Diabetes-friendly, Weight loss, Balanced meals, Sustainable eating, Immune boost",None,4,Occasionally,1–2 times,250–400,₹150,UPI,Maybe,On-demand,1–2,"Fast delivery, Easy cooking, Family plans, Recipe variety, Nutrition labels, App-based tracking, Cancel-anytime",Definitely,Maybe,Free meals
35,Male,1L–1.5L,Pune,Full-time,10+,<15 min,Daily,Yes,2,"Not cost-effective, No time, Portioning issues, Waste of ingredients, Too tired, No skills, No ideas",7–8 PM,Self,"Mexican, Asian, North Indian, Chinese, Thai, Vegan",Non-Vegetarian,1–2,"High-protein, Low-calorie, Balanced meals, Diabetes-friendly",None,3,Never,3–4 times,150–250,₹300+,Credit Card,Definitely,3x/week,5–6,"Loyalty points, Cancel-anytime, Fast delivery, Family plans, Recipe variety, No cleanup, Customizable",Definitely,Definitely,Free meals
25,Male,1L–1.5L,Delhi NCR,Homemaker,6–8,15–30 min,3–4,Yes,2,"No skills, Too tired, Don't enjoy it, No ideas, Grocery hassle",After 9 PM,Alternates,"Chinese, Healthy Superfoods, Continental, Italian",Eggetarian,5+,"Diabetes-friendly, Low-carb, Quick meal-prep, Gluten-free, Muscle gain",None,4,Regularly,3–4 times,>400,₹200,Credit Card,Definitely,On-demand,5–6,"Loyalty points, Family plans, No cleanup, Customizable, Nutrition labels, Fast delivery, App-based tracking",Definitely,Definitely,Free meals
34,Male,1.5L+,Delhi NCR,Full-time,8–10,60+ min,5–6,Yes,1,"No ideas, Cleaning up, No skills, Portioning issues",8–9 PM,Self,"Italian, Fusion, Continental, South Indian",Vegetarian,1–2,"Immune boost, Balanced meals, Sustainable eating, Gluten-free, Diabetes-friendly",None,4,Never,5+,250–400,₹200,Debit Card,Maybe,3x/week,5–6,"No cleanup, App-based tracking, Nutrition labels, Fast delivery, Family plans, Customizable",Maybe,Maybe,Free meals
34,Male,50k–75k,Pune,Consultant,8–10,<15 min,3–4,Yes,2,"Too tired, Waste of ingredients, Don't enjoy it, No skills",8–9 PM,Alternates,"Mexican, North Indian, Thai, Chinese, Vegan, Italian",Vegetarian,Never,"Immune boost, Weight loss, Gut health, Balanced meals",None,4,Occasionally,1–2 times,150–250,₹250,UPI,Definitely,On-demand,5–6,"Customizable, No cleanup, Cancel-anytime, Nutrition labels, Recipe variety, Loyalty points, Fast delivery, Easy cooking",Definitely,Definitely,Discounts
33,Female,30k–50k,Mumbai,Student,10+,15–30 min,Daily,Only on weekends,1,"Portioning issues, No ideas, Cleaning up, No skills",Before 7 PM,Self,"Continental, Vegan, Fusion, Thai, Healthy Superfoods",Vegetarian,Never,"Quick meal-prep, Muscle gain, Sustainable eating, Diabetes-friendly, Weight loss, Gut health, Immune boost",None,4,Occasionally,3–4 times,250–400,₹150,UPI,Definitely,3x/week,1–2,"Family plans, Recipe variety, Cancel-anytime, Customizable",Maybe,Definitely,Free meals
35,Male,50k–75k,Delhi NCR,Full-time,<6,15–30 min,1–2,Only on weekends,4,"No time, No ideas, No skills, Cleaning up, Waste of ingredients, Don't enjoy it, Too tired, Grocery hassle",7–8 PM,Self,"Vegan, Continental, Keto/High-protein, Mexican, Chinese, Healthy Superfoods, Asian",Vegetarian,5+,"Muscle gain, Quick meal-prep, Immune boost, Diabetes-friendly",Nuts,5,Never,1–2 times,>400,₹300+,Wallets,Definitely,Weekly batch,Daily,"Customizable, No cleanup, Family plans, Loyalty points, Fast delivery, Nutrition labels, Cancel-anytime",Definitely,Definitely,Discounts
26,Male,50k–75k,Pune,Freelancer,8–10,15–30 min,3–4,Yes,2,"Cleaning up, No skills, Don't enjoy it, Grocery hassle, No time",8–9 PM,Alternates,"Continental, Thai, Keto/High-protein, Mexican, Vegan, North Indian",Vegetarian,1–2,"Quick meal-prep, Gut health, Balanced meals, Weight loss, Immune boost, Diabetes-friendly, Gluten-free, High-protein",Lactose,4,Occasionally,1–2 times,150–250,₹200,Debit Card,Definitely,On-demand,5–6,"Customizable, No cleanup, Family plans, Fast delivery",Definitely,Maybe,Discounts
35,Male,75k–1L,Mumbai,Full-time,8–10,30–60 min,5–6,Only on weekends,3,"Don't enjoy it, No ideas, No skills, Cleaning up",8–9 PM,Partner,"Healthy Superfoods, North Indian, Asian, Chinese, Vegan, Continental, Fusion, South Indian",Vegetarian,Never,"Immune boost, Low-carb, Low-calorie, Gluten-free, Sustainable eating, Quick meal-prep",None,5,Never,3–4 times,150–250,₹200,Credit Card,Unlikely,Weekly batch,3–4,"No cleanup, Family plans, Easy cooking, App-based tracking, Nutrition labels, Customizable",Definitely,Maybe,Free meals
35,Male,50k–75k,Delhi NCR,Full-time,8–10,15–30 min,5–6,Only on weekends,4,"Not cost-effective, No ideas, Don't enjoy it, Grocery hassle",After 9 PM,Self,"Thai, Fusion, Keto/High-protein, Continental, Vegan, Mexican, Asian, Chinese",Vegetarian,1–2,"Quick meal-prep, Balanced meals, Immune boost, High-protein, Weight loss, Low-calorie, Gluten-free, Diabetes-friendly",None,4,Never,1–2 times,250–400,₹200,UPI,Definitely,3x/week,3–4,"Customizable, No cleanup, App-based tracking, Nutrition labels, Family plans, Cancel-anytime",Maybe,Maybe,Free meals
36,Female,1.5L+,Delhi NCR,Full-time,6–8,<15 min,5–6,No,2,"Waste of ingredients, Too tired, Not cost-effective, Cleaning up, No ideas",8–9 PM,Parent,"Asian, Thai, South Indian, Mexican, Keto/High-protein, Italian, Vegan, Fusion",Mixed,Never,"Gut health, High-protein, Low-carb, Gluten-free, Quick meal-prep, Muscle gain",None,4,Occasionally,5+,150–250,₹200,Credit Card,Definitely,Daily,5–6,"App-based tracking, Easy cooking, Cancel-anytime, Loyalty points, Family plans, Nutrition labels, Customizable, No cleanup",Definitely,Definitely,Free meals
29,Male,50k–75k,Bangalore,Part-time,10+,15–30 min,1–2,No,2,"Not cost-effective, Waste of ingredients, No ideas, Cleaning up",8–9 PM,Self,"Chinese, Asian, Healthy Superfoods, Fusion, Mexican, Continental",Mixed,Never,"Balanced meals, Gut health, Immune boost, Quick meal-prep, Muscle gain, Low-carb, Sustainable eating, Weight loss",Lactose,3,Regularly,1–2 times,<150,₹200,Wallets,Definitely,Weekly batch,5–6,"Customizable, Fast delivery, Family plans, Easy cooking, Nutrition labels",Definitely,Definitely,Discounts
33,Female,50k–75k,Delhi NCR,Freelancer,6–8,15–30 min,5–6,Only on weekends,5,"Not cost-effective, Waste of ingredients, Too tired, No skills, Cleaning up, No time",7–8 PM,Hired help,"Chinese, North Indian, Healthy Superfoods, Vegan, Asian",Vegetarian,3–4,"Balanced meals, Gut health, Low-calorie, Muscle gain",None,2,Never,Never,<150,₹250,UPI,Definitely,Weekly batch,1–2,"Cancel-anytime, No cleanup, Customizable, Fast delivery, Recipe variety, Nutrition labels",Definitely,Maybe,Free meals
36,Male,75k–1L,Mumbai,Homemaker,6–8,30–60 min,1–2,Yes,1,"Not cost-effective, Too tired, Don't enjoy it, Portioning issues",7–8 PM,Partner,"Italian, Continental, Thai, Asian, North Indian",Non-Vegetarian,5+,"Gluten-free, Low-carb, Weight loss, Quick meal-prep, High-protein, Muscle gain, Low-calorie",None,3,Regularly,Never,150–250,₹250,UPI,Definitely,3x/week,Daily,"Family plans, Cancel-anytime, Nutrition labels, Loyalty points, Easy cooking, Recipe variety",Maybe,Definitely,Free meals
38,Male,30k–50k,Pune,Homemaker,<6,<15 min,3–4,Yes,3,"Cleaning up, Grocery hassle, No skills, No ideas, Portioning issues, Not cost-effective, No time",8–9 PM,Alternates,"Continental, Mexican, Keto/High-protein, Asian, South Indian, Fusion",Non-Vegetarian,Never,"High-protein, Balanced meals, Quick meal-prep, Sustainable eating, Muscle gain",None,2,Occasionally,1–2 times,<150,₹250,Wallets,Unlikely,3x/week,Daily,"Recipe variety, Cancel-anytime, Nutrition labels, Loyalty points",Definitely,Definitely,Free meals
29,Female,1L–1.5L,Bangalore,Part-time,10+,30–60 min,1–2,No,3,"No skills, Portioning issues, Too tired, Not cost-effective, No ideas, Don't enjoy it, Cleaning up, Waste of ingredients",After 9 PM,Hired help,"Fusion, Asian, Vegan, Mexican",Mixed,5+,"Sustainable eating, Gluten-free, Low-carb, Gut health",None,3,Regularly,1–2 times,250–400,₹200,UPI,Definitely,On-demand,3–4,"Cancel-anytime, Fast delivery, Easy cooking, Customizable, Loyalty points, Nutrition labels, Family plans",Definitely,Definitely,Free meals
34,Female,1L–1.5L,Other,Consultant,8–10,15–30 min,5–6,Yes,3,"Waste of ingredients, No time, Too tired, Portioning issues, Not cost-effective, No ideas",8–9 PM,Hired help,"Keto/High-protein, Fusion, Italian, Mexican, South Indian, North Indian, Healthy Superfoods",Vegetarian,1–2,"Muscle gain, Immune boost, Gluten-free, High-protein, Weight loss, Gut health",None,3,Never,3–4 times,150–250,₹200,UPI,Definitely,On-demand,3–4,"Fast delivery, Easy cooking, Recipe variety, Nutrition labels, App-based tracking",Maybe,Definitely,Free meals
43,Male,75k–1L,Other,Full-time,6–8,15–30 min,None,Only on weekends,3,"Not cost-effective, Don't enjoy it, No ideas, Waste of ingredients, Grocery hassle, No skills, Portioning issues, No time",7–8 PM,Hired help,"Vegan, Continental, Fusion, Chinese, Thai, Keto/High-protein",Vegan,5+,"Diabetes-friendly, Immune boost, Balanced meals, Muscle gain, Low-calorie, Quick meal-prep, Gluten-free",None,1,Occasionally,3–4 times,250–400,₹200,UPI,Maybe,Weekly batch,Daily,"No cleanup, Loyalty points, Fast delivery, Cancel-anytime, Nutrition labels",Maybe,Definitely,Free meals
33,Female,75k–1L,Chennai,Homemaker,6–8,30–60 min,3–4,Yes,2,"No time, Portioning issues, No ideas, Cleaning up",8–9 PM,Self,"Thai, Fusion, Keto/High-protein, Asian, North Indian",Non-Vegetarian,Never,"Weight loss, Gluten-free, Sustainable eating, High-protein, Low-carb, Gut health, Balanced meals, Low-calorie",None,4,Never,3–4 times,250–400,₹250,UPI,Definitely,Weekly batch,5–6,"Loyalty points, Nutrition labels, App-based tracking, Fast delivery, No cleanup, Easy cooking",Maybe,Maybe,Free meals
29,Female,1.5L+,Hyderabad,Consultant,8–10,15–30 min,3–4,No,2,"Grocery hassle, Not cost-effective, No ideas, Waste of ingredients, No time",7–8 PM,Self,"South Indian, Continental, North Indian, Fusion, Thai, Mexican, Asian, Keto/High-protein",Vegetarian,3–4,"Gluten-free, Sustainable eating, Diabetes-friendly, Weight loss",Eggs,4,Occasionally,Never,>400,₹250,Debit Card,Definitely,Weekly batch,3–4,"Loyalty points, Customizable, No cleanup, Family plans, Nutrition labels, Recipe variety",Definitely,Definitely,Discounts
37,Male,1L–1.5L,Chennai,Full-time,6–8,60+ min,3–4,Yes,1,"No time, No skills, Waste of ingredients, Too tired, Don't enjoy it, Grocery hassle, Not cost-effective, Cleaning up",8–9 PM,Self,"Continental, Thai, Vegan, Fusion",Vegetarian,1–2,"Muscle gain, Immune boost, Sustainable eating, Quick meal-prep, Weight loss, Diabetes-friendly",None,3,Regularly,3–4 times,>400,₹150,Cash,Maybe,Daily,1–2,"Recipe variety, Easy cooking, Customizable, Family plans, Fast delivery",Maybe,Maybe,Discounts
30,Female,30k–50k,Chennai,Full-time,8–10,<15 min,None,Yes,2,"Don't enjoy it, No skills, Too tired, No ideas, Not cost-effective, Waste of ingredients",8–9 PM,Partner,"North Indian, Continental, South Indian, Vegan, Keto/High-protein, Italian",Mixed,Never,"Weight loss, High-protein, Gluten-free, Muscle gain, Gut health, Diabetes-friendly, Quick meal-prep, Balanced meals",None,5,Occasionally,5+,150–250,₹250,UPI,Definitely,3x/week,5–6,"Family plans, No cleanup, App-based tracking, Fast delivery, Recipe variety, Loyalty points, Nutrition labels, Cancel-anytime",Maybe,Definitely,Discounts
35,Female,50k–75k,Bangalore,Full-time,6–8,30–60 min,5–6,Yes,1,"No ideas, Cleaning up, Don't enjoy it, No skills, Grocery hassle, Not cost-effective, Portioning issues, No time",7–8 PM,Parent,"Vegan, Mexican, Keto/High-protein, South Indian",Vegetarian,Never,"Low-carb, Quick meal-prep, Sustainable eating, Gluten-free",None,4,Never,1–2 times,150–250,₹150,UPI,Definitely,3x/week,5–6,"No cleanup, Fast delivery, Loyalty points, Customizable, Easy cooking, Nutrition labels, App-based tracking, Family plans",Maybe,Maybe,Free meals
